favorite_count;full_text;Predicted_Label
0;@DianSandiU @jokowi Negara lain udh bkin mobil listrik kapal luar angkasa dll...dsini masih ajah ributin masalah ijazah ;negatif
7;@Falkenhaynz Ada uang cash 100 jutaan. Mending mobil yaris bakpao second Atau Buat DP Apartemen studio dan ngisinya? Kondisi tinggal nebeng di apartemen sepupu (bebas biaya sewa cuma bayar listrik + IPL);negatif
0;Tapi selama mudik Lebaran tahun ini baru kali ini aku ketemu mobil listrik Padahal akhir tahun lalu gampang banget ketemu mobil listrik;negatif
0;Sepertinya alangkah lebih baik bandingkan juga dengan PPP (daya beli). ya tetap aja sih perbedaan 31x median spending itu signifikan banget. Harga2 barang import misalnya mobil listrik juga pasti tidak akan beda jauh antara negara China dan Indonesia;positif
0;China lagi promosi mobil listrik besar besaran kadrun sibuk cari izasah pak jokowi memang indonesia lain dari yg lain rakyat nya sebagian.;negatif
0;Tiktok gua isinya mobil listrik semua ya pertandakah? ;negatif
1;Dari SWF diskusinya menjadi : Kenapa negara Jepang tidak fokus membuat mobil listrik ya pak? karena kan efeknya bagus untuk lingkungan? Well nak sepertinya liburan ini kalau kamu besok nanya soal politik Indonesia kamu batal jadi Dokter ke Yale aja kamu. ;positif
0;Lebih menarik ini ketimbang mobil listrik.;positif
0;PERADABAN BARU NIH..! China Siap Aliri Energi dari Luar Angkasa ke Mobil Listrik https://t.co/YdJ718LqPq lewat @BERGELORA.COM https://t.co/G451UfJMLM;netral
0;INFORMASI PENGADUAN Korban/Konsuman Mobil Listrik PT. SATRIA MOTOR INDONESIA (PT. KURNIA EVCBU INTERNATIONAL) Hubungi : 081355709092 #satriamotor #kurniamotor #mobillistrik https://t.co/GhgEAjOkm7;netral
0;Naik si taxi ongline yg mobil listrik baru itu enak cuman kek jd ke suges bau taxi si itu karna ada tulisan taxi ngerti gaa siiiiiii;negatif
6;Sejumlah mobil listrik Tesla hangus terbakar setelah dealer Tesla di Roma Italia diamuk warga pada Senin (31/3). https://t.co/xxkThTDJcQ;netral
0;Mobil listrik sjgana oke nyak;negatif
0;@grok 10 tahun mobil listrik udah rusak tau;positif
0;"@umbiebusuk Mobil listrik tahan 10-20 tahun baterai dirancang 15-20 tahun berdasarkan data 2025. Lebih tahan dibanding mobil biasa dipengaruhi iklim &amp; kebiasaan cas. Baterai bisa dipakai lagi untuk penyimpanan energi.";positif
0;@grok Tapi kan mobil listrik belum tahu ketahanannya berapa tahun;negatif
0;@umbiebusuk Konsep mobil masa depan di 2025 dan seterusnya fokus pada kendaraan listrik (EV) dengan fitur canggih seperti performa tinggi jarak tempuh jauh dan kemampuan mengemudi otonom. Inovasi meliputi motor listrik individu (contoh: Mercedes-Benz EQG) platform 800-volt (BMW iX3 jarak;netral
0;Resiko kalo jadi orang serba bisa dari mobil motor kayu furnitur listrik ngelas dan lain lain;negatif
24;Xiaomi mengonfirmasi bahwa mobil listrik SU7 mereka terlibat kecelakaan fatal menewaskan tiga mahasiswa di Jalan Tol Deshang Anhui pada Sabtu (29/03). Mobil tersebut menggunakan mode NOA (Navigation on Autopilot) pada kecepatan 116 km/jam sebelum tabrakan dengan beton terjadi. https://t.co/nfAXDb3cut;netral
0;@officialinews_ Lebih percaya tesla bangun pabrik mobil listrik diindonesia.;negatif
0;@Pluranoia ? ???? Merinding bulu kuduknya merinding Mas iku ada tiang listrik jangan sampe Arung tabrakin mobil'e ke tiang listrik. Diem Tarung menurut tak butuh waktu lama baginya untuk sampai ke Rumah Sakit Mas @Pluranoia bangun. Udah sampe. ? ?;negatif
0;Jalan-jalan keliling kota bisa jadi alternatif liburan juga lho! Sahabat bisa datengin museum taman kota ikon kota hingga sekedar nikmatin jalanan kota yang sepi. Menarik kan? Nah kamu bisa pakai mobil listrik biar hemat selama jalan-jalan. Pembeliannya bisa langsung ajukan https://t.co/td2boFclUv;netral
0;Indonesia Diserbu Banyak Brand EV Penjualan Mobil Listrik Tahun Ini Diprediksi Melonjak https://t.co/igK9zhn8UL;netral
0;@tanyakanrl 1. suka nyuci becak di jalanan gang mengakibatkan becek udah ditegur sama mamaku ga terima. 2. kami pasang wifi tapi dia yang kepanasan alasannya takut kena listrik dia pdhl ga ngaruh 3. parkir mobil di tanah milik kami tapi malah dilabrak alasannya ganggu jalan dia pdhl ga kena;negatif
0;@turah0393 @AndiRustam65083 Tesla pilih investasi di Malaysia dan Thailand kemungkinan karena pasar EV yang lebih besar (Thailand 78 314 Malaysia 10 159 vs Indonesia 15 400 penjualan mobil listrik 2023) regulasi yang mendukung seperti insentif pajak dan infrastruktur pengisian yang lebih siap. Meski https://t.co/4xELWhrpID;positif
0;@vaniaka12 Uhm jangan mobil listrik aku ndak suka. Yang budget 500-700 dan rada mirip seltos gede tapi nyaman gitu beb Lajunya kencang walau aslinya aku pake dalam kota aja https://t.co/VmiXdlMme3;negatif
0;@kat56op Mobil listrik? Mini. Bisa warna pink pastel ey;positif
0;@hooneicomb ksh tau bang mobil listrik lu yg plat 2024;negatif
0;Ortu gw udh ngide beliin motor listrik kemaren skrng ngide beliin mobil listrik buat kuliah :));negatif
1;@napkinlecture @Kanseulir @Kanseulir Haha itu cuma bercanda. BMW i7 Jokowi mobil listrik nggak ada mesin Esemka di dalamnya bedalah sama Esemka yg pake mesin bensin. Lucu sih nyindir Jokowi yg dulu promoin Esemka tapi sekarang pake BMW!;negatif
13;Andai Iqbal gak ngecas mobil listrik di Kozi .;negatif
0;@V3g3L Jujur saya sekarang lebih laku sound horex daripada suatu keilmuan yg menjadikan sdm memiliki sebuah penemuan misal mobil listrik mobil tenaga air dan masih banyak lagi penemuan yg sdm kita itu takut untuk melawan persaingan usaha negara2 produsen yg lain;positif
1;@SelebtwitMobil jangan lupa Setya Novanto pakai Fortuner tabrak tiang listrik bengkak segede bakpao mobil jelek itu Fortuner;negatif
0;Tadi ada tamu ke rumah tetangga gue naik ?mobil listrik? instansi kesayangan warga parkir depan rumah gue blio turun mobil pake baju lebaran. Oh dipake keliling silaturahmi tu gue liat-liat ;negatif
0;@SoftWarNews Berarti sdh benar kebijakan Indonesia u/ lebih mendorong penggunaan mobil listrik ya? Ga kebayang tiba2 harga BBM meledak tinggi gara2 perang apa ga makin limbung APBN Kl listrik kan bs pk batubara/gas yg cadangannya msh cukup byk di Indonesia;negatif
0;@Jangansayur Elon Musk itu figur kompleks. Dia bikin Tesla jadi pelopor mobil listrik dan SpaceX majuin eksplorasi luar angkasa bantu lingkungan dan sains. Tapi ada sisi gelap: di X dia dituduh leletin moderasi jadi banyak ujaran kebencian dan misinfo. Praktik kerja di Tesla juga;negatif
0;@cobeh2022 Pantesan pajak mobil listrik dibikin gratis ;negatif
0;@erlend_7 itu mobil taxi yg listrik itu ya;negatif
0;@Strategi_Bisnis Maafin saya saya beli vinfast yg termurah pun demi apa? Demi mocking Indonesia. Udah sempat ada inisiasi mobil listrik dekade lalu malah dijegal. Goblok.;negatif
0;Harta Cuma Titipan... Kaya tapi Umurnya Pendek..! Apalagi Kalo Kaya Tapi Pelit https://t.co/AIQqo7OZjc Kecelakaan tragis melibatkan mobil listrik Hyundai Ioniq 5 N menabrak truk mogok di Tol JORR mengakibatkan tiga orang tewas. Ini pelajaran pentingnya.;negatif
0;Ini di Kalbar banyak perusahaan sawit ada tambang emas tapi jalan rata-rata kek gini semua. Boro2 listrik internet masuk. Kalo kemarau kena asap kalo hujan banjir. Kalo mau berobat milih ke Kuching karena lebih murah dan memadai bisa naik mobil kenapa gak ke Jawa? Mahal.;negatif
0;Mobil listrik jadi badut ntar keknya;negatif
5;Mobil listrik apakah ini? @AutonetMagz @SelebtwitMobil https://t.co/S3tNgMWdJT;positif
0;Super wheels ini emg mobil listrik guys jadi pedal nya ada 3 satu gas terus yang dua nya rem jadi sama aja kayak nyetir mobil biasaa.. makanya kalo menurut aku sendiri kalo kalian belum bisa bawa mobil mending jgn naik yh.. nyusruk nanti ;negatif
0; Kekurangan: Jarak tempuh listrik terbatas. Harga lebih mahal dari mobil konvensional;negatif
0;@MardaniJgMw Halo! Rancang pabrik itu kayak bikin tempat main besar. Pertama pilih mau bikin apa misal mobil atau kue. Terus cari tempat dekat bahan dan temen kerja. Rencanain dalemnya taruh mesin di mana biar rapi. Pilih mesin yang pas buat kerjaan. Kasih listrik sama air supaya mesin;negatif
0;@innovacommunity bawa mobil listrik mudik aman kah jir buat ngechargenya;negatif
2;Kecelakaan tragis terjadi malam ini Sabtu (29/3) di Jalan Tol Ring Road Cengkareng Jakbar. Sebuah mobil listrik Ionik menabrak truk yang mogok di pinggir jalan. Diduga mobil Ionik sedang ngebut dan mencoba menyalip kendaraan di depannya sebelum menghantam truk yang sedang https://t.co/eDTPRnSNnh;negatif
1;Kronologi kecelakaan truk vs mobil listrik di Cengkareng #kecelakaan #trukvsmobil #truk #mobillistrik #cengkareng #jalantol #ringroad #jakbar #fyp #longervideos https://t.co/N4gud4LK80;netral
0;Jadi ga ragu beli mobil listrik #UIP3BKalimantan #RikoRamadhano #RAFI1446HPLN;negatif
0;Saatnya beralih ke mobil listrik #UIP3BKalimantan #RikoRamadhano #RAFI1446HPLN;negatif
0;Mudik nyaman itu bukan cuma soal turuna tapi juga kendaraan yang dipilih! Ada yang suka mobil listrik karena lebih irit dan ramah lingkungan tapi ada juga yang tetap setia dengan mobil konvensional karena lebih mudah cari SPBU. Kalau kamu? #UnlimitedJourney;positif
0;Mudik pakai mobil listrik? siapa takut #UIP3BKalimantan #RikoRamadhano #RAFI1446HPLN;negatif
1;@cung_alberto Sekarang rasain.. pabrik2 relokasi ke Vietnam.. alasan katanya bangkrut. Di Vietnam komunis tidak ada preman2.. Kalo ada langsung di tembak. Negara kerja keras.. maju Vietnam .. jualan mobil listrik di Indonesia.;negatif
0;Dia lupa apa bahu jalan ga bole dipake nyalip tidak terkecuali mobil listrik.;negatif
1;@RadioElshinta Dibilang bawa mobil listrik tuh beda ga kaya mobil biasa wkwk kalo drivernya cuma ada skill mobil biasa doang mah pasti masih kagok bawa mobil listrik tuh;negatif
0;@Bambangmulyonoo Percaya omongan jokowi sama aja percayanya kalo mobil esemka adl mobil listrik.;negatif
0;Mobil listrik mini lupa dicas..;positif
44; Totally switch-off (tanpa hp internet listrik tv mobil motor komputer laptop dll) seharian penuh di jaman modern ini tentu sesuatu banget. Beban kerja tekanan jomblo tagihan2 dilupakan sejenak. Masuk ke dalam berjumpa sang diri merasakan getar2 Yang Maha Suci.;negatif
0;Mobil Listrik Buas Ioniq 5 N Makan Korban: Tabrak Truk di JORR 3 Orang Tewas https://t.co/2atM9nIh16;negatif
67;Typical kaum wabah ?? Apapun pemerintah yg disalahkan. Dlm bisnis pasang surut tuh biasa saya pernah di posisi bisa beli bbrpa mobil premium tanpa nyicil punya pabrik dll . Tapi pernah juga buat bayar listrik aja ngemis ke teman Tak sekalipun saya menyalahkan pihak lain https://t.co/xMhEgzxkQl;negatif
0;@apansa_kalengs @SelebtwitMobil @komunitaswevi Saya merhatiin yg nyetir mobil listrik perasaan banyak yang jadi bodoh nyetirnya.;negatif
0;Expansi mobil listrik masif banget ya disini. Siap nabung beli BYD kayanya nih. Aamiin.;positif
0;iya lg wkwk gue aj bingung liat org tua gue gmn beli rmah trs byr pajak mobil motor listrik air kek gue msh bloon sumpah;negatif
0;Kendaraan truk vs mobil listrik mengalami kecelakaan di Tol Ring Road Cengkareng Jakarta Barat Sabtu (29/3/2025) malam. Kecelakaan itu mengakibatkan korban tewas. https://t.co/6jlOo6xo86;netral
0;@innovacommunity Mudik pake mobil listrik menarik;negatif
1;Banyak yg beli hp flagship banyak yg liburan ke LN banyak yg beli make up high end. Mobil listrik laris. Berarti baik2 aja dong? Iku ngono kesenjangan sosial blokkkk. Nek kon ga masalah ambe iku mati empatimu;negatif
2;@__learntofly @cobeh2022 Mobil BMW i7 yang dipakai Jokowi ketemu Prabowo kemungkinan milik negara sesuai protokol untuk mantan presiden. Plat nomor BK 1235 dengan garis biru menunjukkan kendaraan listrik pemerintah. Digunakan saat buka puasa 26 Maret 2025 di Istana Merdeka.;netral
0;Cuy ini token listrik mobil gue nyala jam segini mashaallah bgt yah ;negatif
0;@TheCurut007 Es em KA apa Ndak pernah produksi pak @jokowi ? Waktu mudik ngak ketemu di aspal apa jalannya meroket di langit kebohongan? Hingga pake mobil listrik non es em KA.;negatif
3;Percakapan sama teteh nanti ke si mamah naik apa ya ?? naik onta kan ada tuh mobil kecil ?? iya mobil listrik itu mah kalo kita punya pas ngecas satu blok langsung padam listrik harus punya gardu listrik sendiri jigana Ada bae jokesnya;negatif
0;@AndiPitopang7 BaYar pajak kes. Bayar listrik kes. Beli bbm kes. Tambang dimana mana. Ada nikel emas gas minyak hasinya oada kemana??? Knp kalau untuk perjadin uang lancar terus. Untuk belanja negara uang ada terus. Untuk mobil dinas baru terusss. Uang di korupsi pejabat santai .;negatif
0;Tadi tuh pas lewat muharto aku papasan sama mobil eropa gagah parah dan gatau deh cuman ada berapa di indo dan listrik.... Platnya D 1 blank... Aku nyari info ga nemu ;negatif
0;@fxmario Eh satu brand mobil listrik china deng total 5 brand mobil;negatif
0;@tanyakanrl Gw sih udah dikodein mau sama siapa aja asal transportnya gampang kayak yaudah naik mobil/kereta/bis/pesawat tuh langsung gak perlu sampe menelusuri jalan setapak dll (karena dulu zaman ibuku gini sebelum listrik masuk) Palingan tinggal gw nya nder... Soalnya eneg merantau;negatif
0;@fxmario Weeeh bau ngeh itu Grup Ahensi megang Holding otomotif MT Haryono. Motor listrik satu tiga atau empat brand mobil deh PR-nya;negatif
17;Merakyat itu hanya untuk elektoral.... Gara2 mobil Esemka jadi presiden dan setelah lengser naik mobil listrik mahal merk BMW..... https://t.co/nefCkFDxqU;negatif
0;@RadioElshinta Ini kemungkinan drivernya belum khatam bawa mobil listrik;negatif
0;@Atuung95 BYD makin serius nunjukin kalau teknologi mobil listrik China nggak main-main!;positif
0;@Atuung95 jadii mau punya mobil listrik deh;positif
0;@Atuung95 kalo punya mobil listrik watt di rumah kuduu brp ya;positif
0;SPKLU Berdaya Tinggi Jadi Pahlawan Mudik Pakai Mobil Listrik https://t.co/PxNba8Uhy3;netral
1;@apratikto Setidaknya Suzuki reliable toh. Gak kayak Wuling yang awalnya naik terus dilupakan (Bahkan jualan mobil listrik aja gak terlalu laku karena casannya di gatekeep);negatif
0;@zakariamlk Mobil listrik sih hehe;negatif
2;Hi Electrizen Mudik Lebaran Semakin Nyaman dengan Mobil Listrik SPKLU PLN Siap Mendukung Perjalanan #MudikListrik #PLNUIDBanten #SPKLU #MobilListrik #Lebaran2025 https://t.co/lX8OquxtmN;netral
2;Hi Electrizen PLN UID Banten Siap Layanan Pemudik Mobil Listrik Jelang Lebaran #MudikAman #PLNSiagaLebaran #KendaraanListrik #PLNMobile #IdulFitri1446H #PLNUIDBanten #SemuaMakinMudah https://t.co/FoSeNbFZWI;positif
0;@thoriqmm mobil listrik solusinya;positif
4;@stravenues atau jual mobil listrik (ini mah kemenkomarves);negatif
0;Mobil Listrik Honda S7 SUV Futuristik dengan Performa Canggih https://t.co/t0S9xAqyFx;netral
0;Mudik pakai mobil listrik siapa takut #UIP3BKalimantan #RikoRamadhano #RAFI1446HPLN;negatif
0;Telah terjadi kecelakan di depan Pos Karang Tengah dan Pom Bensin Shell sekitar jam setengah 5 sore. Taksi mobil listrik mengakibatkan 3 mobil dan motor-motor bertumbangan. Sebelum jam 4 kurang terjadi kecelakan juga di mana korban (masih hidup dan luka ringan) jatuh dari motor;negatif
0;@calomagang Awalnya gw mikir mobil kuning itu Wuling air ev ternyata Agya. Ngeri banget klo mobil listrik ketabrak bisa kebakar;positif
0;@Muhammad_inas21 @calomagang Yg kuning itu keknya Wuling air ev deh. Ngeri tuh mobil listrik klo sampai kebakar;positif
1;@innovacommunity Sejauh macet2an kemarin gak ngeliat yg pakai mobil listrik krn di taro di rumah buat mudik pakai yg bensin ;negatif
479;Jokowi Temui Prabowo Pake Mobil Listrik Mewah BMW i7 Seharga Rp. 3 4 Milliar !! Rabu 26 Maret 2025 . https://t.co/doXX5Agmjw .. https://t.co/Fkhs42yYpD;netral
0;@Atuung95 aduhh kalau mobil listrik nihh agak gimana gitu yaaa;negatif
0;Mercedes Benz Recall 12.000 Lebih Mobil Listrik Ini di China Ini Biang Masalahnya https://t.co/tp6A9fEs7J;netral
0;Harganya Rp 200 Jutaan Begini Interior Mobil Listrik Baru BYD https://t.co/FXHkauG5Jy;netral
2;Ternyata dampaknya penambangan lithium Battery power cost = ini bukan cuma soal uang tapi biaya lingkungan. Artinya meskipun baterai itu ramah lingkungan dari sisi emisi (mobil listrik dll) ternyata ada dampak tersembunyi di balik produksinya yaitu kekeringan atau rusaknya https://t.co/kvgXXwOkME;positif
0;Ya Allah mau mobil. Mobil listrik ;positif
0;@AutonetMagz Tanpa di tes jg udah keliatan series-parallel hybrid zenix pasti lebih ungul. Rasa berkendara nya jg lebih natural kyk mobil biasa daripada series hybrid yg mirip mobil listrik rasanya. Zenix 20km/liter mah enteng ;positif
0;@calomagang Mobil listrik gimana ya kalau macet gini;negatif
0;Sekaligus sbg pembuktian bahwa mobil listrik layak disebut mobil canggih sekaligus ekonomis. Berapa nilai ekonomi bisa dihemat dan berapa efisiensi waktu bisa dicapai hemat saja buat momen lebaran tidak cukup ketepatan waktu bisa lebaran dikampung menjadi prioritas utama;positif
8;@RossaGhea Korsel butuh Indonesia cuma buat pasar lempar ploduk-ploduk mereka mulai Kpop yg alay hp tv sampai mobil listrik. Mrk tau orang Indonesia sangat konsumtif. Cuma gegara pilem korea aja pada belain2 tur ke pulau Jeju.;negatif
0;e-sim kek wajib mobil listrik kek wajib qris/tap-pay kek suka2 lu.;negatif
0;"Damn serem ternyata klo mobil listrik bikinnya ngasal. Bukan sekedar body mobil konvensional dipasangin motor penggerak &amp; baterai aja tapi hrs desain crumple zone baru reinforcement buat battery nya &amp; antisipasi fire hazzardnya.";negatif
0;@Adhan_ran Mobil listrik. Soalnya ga di acc trus sama paksu :((;negatif
2;Karyawan mardigo dan Mulyono. Mobil Bus listrik Mobil asembling (asemka);negatif
0;@Errand_En @deemaskitink @innovacommunity Mencuci mesin mobil dengan steam bisa aman jika dilakukan dengan hati-hati. Lindungi komponen listrik seperti alternator dengan plastik. Gunakan tekanan rendah agar tidak merusak bagian sensitif. Pastikan air tidak masuk ke intake udara atau busi. Keringkan mesin sepenuhnya;netral
0;@BugInUrPants Emangnya kalo kenapa mobil listrik? *bertanya dengan nada beneran ga tau;positif
0;MG Siapkan Cyber X Mobil Listrik Offroad Penantang Chery J6 https://t.co/jpQGG779CM;netral
0;haduh bisa gasih langsung punya rumah di panglima polim mobil 2 karna gage mobil listrik 1 buat groceries ;negatif
0;@ladyoffuck Mobil listrik tuh masih termasuk kategori mobil ga sih .. agak malu karna mobilnya ga gahar... Bukan Pajero tapi wulling electric;negatif
0;SAMAAAAAAAA dari awal tau wuling air ev terus ada binguo sama cloud ev kadang suka nungguin wuling bakal ngeluarin mobil listrik mini yg kayak gimana lagi modelnya soalnya lucu semua;netral
0;@Lilanoclla Padahal barang2 china itu baguss banget kok. Mungkin karena stigma made in china jaman dulu yang masih membekas di mereka kalau build quality cina itu jelek. Padahal mobil tercanggih sedunia dan produksi batre mobil yang nguasain pasar listrik pun sumbernya ya tiongkok/cina.;negatif
0;@adinary Mobil listrik yaaa..mirip bgt kayak d film cars;negatif
0;"@convomf Mobil listrik (Mikir duitnya &amp; lahan parkirnya)";netral
0;@komentarbapak @JefriAdriansya6 @txtdariotomotif Haha sepertinya saya kurang ngegas kali ini! Mobil yang dimaksud kemungkinan Wuling Air EV Mini kendaraan listrik mungil yang populer di Indonesia. Harganya sekitar IDR 188 juta sampai IDR 300 juta cocok buat kota. Maaf kalau tadi miss mau coba tanya lagi? ;netral
1;@TanyaMobilBase yeh jgn ngikutin pacar nder. tp emg aku punya pemikiran sama kek pacarmu soal mobil listrik tp klo mending civic sih ngga ya klo ga coba kona yg konvensional deh.;negatif
0;@hypersexfranky @isnandoang @txtdariotomotif Mobil itu kemungkinan besar Nissan Sakura mobil listrik kei dari Jepang dengan desain kotak dan kompak. Warna hijau roda putih dan atap tinggi sesuai dengan ciri-cirinya. Namun logo V di belakang tidak standar mungkin modifikasi atau kesalahan deskripsi. Pelat nomor B https://t.co/fzbSkI9rgI;netral
0;Dari sekian banyak mobil listrik emang ini paling worth to buy kalo buat lucu-lucuan imut bgt;negatif
0;@txtdariotomotif Mobil listrik emang makin menarik apalagi yg kecil²;positif
0;Berapa Jarak Tempuh Mobil Listrik Terjauh? Ini Daftar Mobil EV dengan Baterai Terbaik 2025 https://t.co/ENkX1PLrNo;netral
0;@sktwn_ @txtdariotomotif Mobil itu adalah Wuling Air EV kendaraan listrik kompak. Di Indonesia model ini memiliki 4 tempat duduk sesuai dengan spesifikasi pasar lokal. Versi 2 tempat duduk tidak tersedia di sini. https://t.co/ISbWbJTSnF;netral
0;@bonzamien @txtdariotomotif gk like mobil listrik soale;positif
0;Ya karena emang bener china bikin mobil listrik murah aja bisa gimana sesepele bikin tas;negatif
0;Mobil Listrik 2025: Daftar Harga Kelebihan Kekurangan dan Model Terbaru di Indonesia https://t.co/QBB781I7WZ;netral
0;@laporincerita @isnandoang @txtdariotomotif Kendaraan itu kemungkinan besar Honda e mobil listrik kecil dengan desain retro dan bodi kotak. Warna hijau seperti Urban Green Pearl cocok dengan deskripsi dan beberapa varian punya velg putih yang khas. Ini model dua pintu tersedia pada 2025 terutama di Eropa. Untuk detail;netral
10;@txtdariotomotif Azab melakukan pemalsuan bahan bakar Sir Axlerod dikutuk jadi mobil listrik.;negatif
0;@FunJunkies mobil listrik cina di sana aja udah sebagus tesla ya kali mereka ga bisa bikin hermes ama guci handbag;negatif
1;@Fuzui_jamrd Kek mobil listrik wkwkwk;negatif
0;@Eviicak2 Sederhana tapi mobil listrik selo gak dapet izin produksi masal;negatif
0;@txtdariotomotif Bentukan sih lucu tapi sayang mobil listrik maaf min nggak suka saya;negatif
4;@TanyaMobilBase Cowo lu mobilnya apa ner? Kalo dia emg setara sama lu ngasih insight knp jangan mobil listrik ya bolehlah dipertimbangin Atau jgn2 ntar dia minta jemput atau ngedate maksa2 nyetir civic lu biar dia yg diliat begaya wkwk Beli kona nya!! Ortumu aja ga ngatur kok dia ngatur;negatif
2;"@TanyaMobilBase Kalo dia sampe mau putusin sih mending putus aja sekalian. Gw juga setuju kalo mobil listrik itu rata2 gimmick marketing doang tapi kalo dia maennya putus putusan berarti emg dasar cintanya gak tulus itu akar masalahnya jauh lebih besar drpada merk &amp; model mobil.";negatif
0;@B3doel___ Keren banget nih mobil listrik Selo Indonesia punya potensi besar di dunia otomotif!;positif
0;ada banyak cercaan tentang sulawesi yg kaya nikel tapi diperas dan dibawa keluar hasilnya tapi dalam konteks mobil listrik nggak konek;negatif
0;...i mean mobil listrik buat apa sih selain gaya2an? gak ngurangin polusi harga mahal perawatan mahal memperkaya oligarki...;negatif
1;@TanyaMobilBase Opsi1 mobil listrik akal2an pemerintah Opsi2 civic FD/turbo akan2an cwok. Klo menurut gw sih ikutin pilihan lo. Yg beli siapa kok orang lain yg ngatur ..;negatif
1;@Bukansa74083853 @elisa_jkt Pete2 itu sgt potensial tuk dimodernisasi rutenya sdh ada dgn jangkauan lumayan tinggal tata kelola nya diperbaiki mobilnya diperbaharui dgn mobil listrik dan nyaman bagi penumpang pemkotnya harus proaktif mgkin bisa belajar dari tata kelola jaklingko di JKT?;netral
0;Jumlah pengguna mobil listrik (EV) roda empat melonjak tajam selama periode mudik Lebaran 2025. Berdasarkan data BPH Migas dalam Posko Ramadan-Idulfitri (Rafi) 2025 yang berlangsung 17 Maret hingga 11 April tercatat sebanyak 19.852 unit mobil listrik digunakan untuk mudik. Angka;netral
1;Mobil listrik Korea hrs bikin pabrik dulu baru bs jualan di Indonesia mocin jualan dulu pabriknya kalau ingat doang baru di bikin ;negatif
0;@avvanama @si4riNew @maubokerdulu @NasiAking234 Iya deh mobil listrik aja dibedain;negatif
0;@1 lama kali pulangnya. pasti lagi ngecas mobil listrik. ;negatif
1;@vkrich @convomf oalaa jenis2 listrik entah motor nya atau mobil emg desain nya cakep2 dah ;negatif
0;Dua Pria Tabrak Tiang Listrik di Karawang Jasad Bayi Ditemukan Terbungkus Sarung di Belakang Jok Mobil https://t.co/bBVt1ZyqXK https://t.co/dNq2vL6Ini;netral
13;@TanyaMobilBase Putusin cowoknya serius gue yang kerja di otomotif roda 4 juga gak suka mobil listrik tapi gak setolol itu juga.. Cowoknya kampret banget pengeh gue tempeleng pake knalpot. Yang beliin mobil juga bukan dia malah sok ngatur.. Bilangin ke cowok lo dia gak paham mobil.;negatif
5;@TanyaMobilBase Udah kalau ortu kamu siap beliin kamu mobil listrik ya beli aja gausah ikutin kata cowokmu. Nder kok aku curiga kalau cowokmu pengen civic fd/turbo ya tapi dia gak mampu beli jadinya maksa kamu. Takutnya kalau kebeli civic eh dianya uang pake yerus dipamerin ke temen2;negatif
0;@AldhitamaR @innovacommunity Kapan hari pernah juga menilai mobil listrik itu gak ramah lingkungan padahal yg gak ramah kan pembangkit listriknya.;negatif
0;Mobil terbang Sony ramai di medsos tapi kenyataannya? Itu cuma hype. Yang diluncurkan Sony bareng Honda adalah AFEELA mobil listrik canggih yang rilis 2026. Desainnya futuristik tapi enggak bisa terbang. Sementara mobil terbang beneran justru lagi dikembangin XPENG dan https://t.co/m47sWixzJ6;netral
1;Penggunaan Mobil Listrik Saat Ramadan-Idulfitri 2025 Naik 460 Persen Konsumsi BBM Turun https://t.co/kHW04rtnkn;netral
0;Perusahaan asal Florida Doroni Aerospace lagi kembangin mobil terbang listrik (eVTOL) dan baru aja dapet suntikan dana $30 juta dari investor Arab Saudi. Menariknya mereka dulu mulai dari crowdfunding. Mobil ini bisa lepas landas vertikal kayak drone tapi dikendalikan layaknya https://t.co/TCfxFOenhy;netral
0;Ngeri banget ini bapak bapak PUNYA MOBIL LISTRIK GW MINDER;positif
0;udah gila ini orang nyicil buat bayar mobil listrik ya?;negatif
0;@BaseBDG Tiap aya nu nyebut sepeda listrik motor listrik mobil listrik nu kabayang teh barang-barang eta aya tareje lipet-an;negatif
0;Fyp tiktok atau pas scroll video di x apakah mereka nggak pernah liat ada mbak2 gabut makan di dalam mobil listrik yang penuh pernak pernik itu? Mobil listrik atau motor listrik kicik itu diisi proyektor trus makan sambil movie night.;negatif
2;@rapharay @innovacommunity @MasMasBiassaa @SelebtwitMobil @komunitaswevi @ertigaid paling takut sama perkabelan dari pertama bongkar2 mobil. jadinya kalo nambah assesoris pake listrik selalu over spec. kalo bisa nambah relay gw tambah relay dan fuse :)).;negatif
0;Hai Semeton Electrizen Cas Mobil Listrik di SPKLU? Gampang! 1. Download aplikasi PLN Mobile 2. Datang ke SPKLU terdekat 3. Hubungkan kabel charger 4. Aktivasi pengisian daya 5. Tunggu hingga penuh 6. Selesai! Jangan lupa cabut chargernya! https://t.co/r4iYPnBA42;negatif
0;@sadarrdirii Jujurly gatau kenapa aku pengen Brio RS yg warna sky blue bagus banget gilaakkk. Itu kalo yg citi car/urban car yah tapi kalo SUV pengen Creta trs LMPV aku pilih kayanyaaa XL7 aja. Kalo mobil listrik the one and only Cloud EV atau M6 dehh;positif
1;Abis subuh niatnya pagi ini mo nyuci mobil brsihin karpet sama rapihin gudang Tbtb gerimis abis gitu listrik padam smbil nunggu ujan reda listrik nyala gw srapan bubur ayam baraya+sate rempela ati Skrg listriknya nyala gw nya yg mager berat ngangkat badan grgr kekenyangan;positif
